"endpointname","description","endpointtype","connectiondetails","apispec","lastmodifieddate","sample","createdBy","lastmodifiedby","modelname","organization","id","tryoutlink"
"IrisFlowerModelV4","UsingSklearnClassifier modelpredicttheclassofflower.Theinputsarefeatures,\'Sepallength\',\'Sepalwidth\',\'Petallength\',\'Petalwidth\'andpredictionislabelclass.LabelIndexing-\'Iris-setosa\':0,\'Iris-versicolor\':1,\'Iris-virginica\':2.ModelhostedasMLFlowendpoint.","MLFlow","{\"bodyType\":\"Text\",\"Cacheable\":false,\"transformData\":false,\"RequestMethod\":\"POST\",\"TransformationScript\":\"\",\"Headers\":\"\",\"bodyOption\":\"raw\",\"QueryParams\":\"\",\"Body\":\"{}\",\"Url\":\"http://10.212.115.206:32491/invocations\"}","NULL","2023-05-1805:37:57","[{\"SepalLengthCm\":5.9, \"SepalWidthCm\":3.0, \"PetalLengthCm\":5.4, \"PetalWidthCm\":1.8}]","admin","admin","IrisClassification","leo1311","2","NULL"
