"id","project_id","actual_value","column_name","column_to_value","column_value","default_value","display_value","selection_type","show_value","context","dashboard","widget","widget_names","filter_json"
"37","2","NULL","Host Group","hostgroup","HostGroupFilter_DT","NULL","NULL","1","false","NULL","41945","NULL","NULL","{\"hideAll\":null,\"convertToLocal\":null,\"defaultDataset\":null}"
