"apispec","error","executionscript","description","fileid","loadscript","localupload","metadata","mleapmodel","modelname","modelpath","modelserver","organization","serverupload","status","tags"
"{\"openapi\":\"3.0.2\",\"info\":{\"version\":\"1\",\"title\":\"aztest model\",\"description\":\"aztest model\"},\"servers\":[{\"url\":\"@!url!@/api/pipelinemodels/run\"}],\"paths\":{},\"components\":{\"schemas\":{\"input\":{\"properties\":{}}},\"securitySchemes\":{\"bearerAuth\":{\"type\":\"http\",\"scheme\":\"bearer\",\"bearerFormat\":\"JWT\"}},\"security\":[{\"bearerAuth\":[]}]}}","0","NULL","aztest model","NULL","NULL","NULL","{\"type\":\"AIPlatform\",\"modeltype\":\"pipelinemodel\",\"createdtime\":\"Thu, 13 Oct 2022 09:13:28 GMT\",\"version\":\"1\",\"framework\":\"\",\"pushtocodestore\":true,\"public\":true,\"overwrite\":true,\"summary\":\"\",\"taginfo\":\"\",\"frameworkVersion\":\"\",\"modelClassName\":\"\",\"inferenceClassName\":\"\",\"filePath\":\"AIPlat\",\"inputType\":\"\",\"modifiedtime\":\"Tue, 28 Feb 2023 04:59:32 GMT\"}","NULL","aztest model","DEMRGRSN54084","NULL","leo1311","NULL","1","[\"sl\",\"el\"]"
