id,project_id,color_type,colour,dataset_name,datasource_name,y_axis,chart_type,widget_id
89,2,palette,NULL,CriticalResolutionSLA_4hr,leo1311,NULL,NULL,88
90,2,palette,NULL,CriticalResolutionSLA_6hr,leo1311,NULL,NULL,89
91,2,palette,NULL,HighResolutionSLA_05,leo1311,NULL,NULL,90
92,2,palette,NULL,HighResolutionSLA_4hr,leo1311,NULL,NULL,91
93,2,palette,NULL,HighResolutionSLA_6hr,leo1311,NULL,NULL,92
94,2,palette,NULL,HighResolutionSLA_05,leo1311,NULL,NULL,93
95,2,fixed,#7B39B1,btf_Queue_Size,AcmeBTF,NULL,NULL,94
96,2,fixed,#7b39b1,OpenTicketsbyAssignmentGroup,leo1311,0,19,95
97,2,dynamic,,Queue_details,AcmeBTF,NULL,12,96
98,2,fixed,#7b39b1,OpenTicketPriorityDistribution,leo1311,0,1,97
99,2,palette,NULL,Bot_Execution_by_technology,leo1311,0,6,98
100,2,fixed,#7b39b1,ResolutionPercentBreachedMonth_Priority,leo1311,0,1,99
101,2,fixed,#7b39b1,ResolutionPercentMetMonth_prioritywise,leo1311,0,1,100
102,2,palette,NULL,HA_Instance,leo1311,NULL,NULL,101
103,2,palette,NULL,Node_Details,leo1311,NULL,NULL,102
104,2,dynamic,,btf_Avg_execution_time,AcmeBTF,NULL,12,103
105,2,palette,NULL,last_month_wf,leo1311,0,6,104
106,2,fixed,#7B39B1,Overall_efficiency,leo1311,0,18,105
107,2,palette,NULL,last_month_wf,leo1311,0,6,106
108,2,fixed,#7B39B1,Overall_efficiency,leo1311,NULL,NULL,107
109,2,palette,NULL,last_month_wf,leo1311,0,6,108
110,2,palette,NULL,Workflow_wise_stats,leo1311,0,1,109
111,2,palette,NULL,Execution_count_per_wf,leo1311,0,3,110
112,2,palette,NULL,count_per_wf,leo1311,0,1,111
114,2,dynamic,random,getConfigItemsFromIncidents,leo1311,NULL,12,113
115,2,dynamic,,workflow_execution_details,leo1311,NULL,12,115
116,2,dynamic,,Bot_per_wf,leo1311,NULL,12,116
117,2,palette,NULL,Week_wise_wf,leo1311,0,7,117
118,2,fixed,#7B39B1,Performance,leo1311,0,17,118
119,2,fixed,#7B39B1,Online_Orders_Minute,leo1311,0,15,119
120,2,dynamic,#7B39B1,heat_map_data,leo1311,0,16,120
121,2,dynamic,,Top_5_affected_plants,leo1311,NULL,12,121
122,2,palette,,Interface_Health,leo1311,0,13,122
123,2,dynamic,random,getConfigItemsFromIncidents,leo1311,NULL,NULL,123
124,2,fixed,#7B39B1,map_data,leo1311,0,14,124
125,2,fixed,#7B39B1,map_data,leo1311,0,14,125
126,2,palette,#00AD94,On_Time_Delivery,leo1311,0,1,126
127,2,fixed,#7B39B1,Performance,leo1311,NULL,NULL,127
128,2,fixed,#7B39B1,Overall_efficiency,leo1311,NULL,NULL,128
129,2,palette,NULL,On_Time_Shipment,leo1311,0,1,129
130,2,dynamic,#00b28f,heat_map_data,leo1311,0,16,130
131,2,palette,NULL,Top_Segments,leo1311,0,3,131
132,2,palette,#00AD94,Top_5_Suppliers,leo1311,0,19,132
135,2,fixed,#7b39b1,MemoryPercent,leo1311,0,1,134
136,2,fixed,#7b39b1,MemoryPercentAnomaly,leo1311,0,1,134
137,2,fixed,#7b39b1,DiskSpace,leo1311,0,1,135
138,2,fixed,#7b39b1,DiskSpaceAnamoly,leo1311,0,1,135
141,2,fixed,#7B39B1,map_data,leo1311,0,14,137
142,2,palette,NULL,Returns,leo1311,0,3,138
143,2,fixed,#7B39B1,Overall_efficiency,leo1311,NULL,NULL,139
144,2,palette,NULL,On_Time_Delivery,leo1311,0,1,140
145,2,palette,#00AD94,Interface_Health,leo1311,0,13,141
146,2,palette,#00AD94,Interface_Health,leo1311,0,13,142
147,2,palette,NULL,On_Time_Allocation,leo1311,0,3,143
148,2,dynamic,,CPU_Utilization,leo1311,NULL,12,144
149,2,dynamic,,CPU_Utilization,leo1311,NULL,12,145
150,2,fixed,#7b39b1,CPU_Percent,leo1311,0,1,133
151,2,fixed,#7b39b1,CPU_percentAnamoly,leo1311,0,1,133
