"id","azure_org_id","default_role","description","disable_excel","domain_name","last_updated","logo","logo_name","name","product_details","project_display_name","provisioned_date","theme","time_zone","portfolio_id"
"2","NULL","true","NULL","false","NULL","NULL","NULL","NULL","leo1311","NULL","Live Enterprise","NULL","NULL","Asia/Calcutta","2"
