"id","eventId","displayId","title","eventType","impactLevel","severityLevel","status","rootCauseEntity","relatedEvents","startTime","endTime","lastUpdated","lastCreated","apmType","deepLinkUrl","incidentId","project_id"
"3518","5870307","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657465495010.000000","1657466455000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5870307&application=5811","NULL","2"
"3526","5870861","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657466515001.000000","1657466815000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5870861&application=5811","NULL","2"
"3532","5870983","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657466875000","1657467175011.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5870983&application=5811","NULL","2"
"3536","5871094","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657467235000","1657467535087.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5871094&application=5811","NULL","2"
"3541","5871226","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657467595005.000000","1657467895000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5871226&application=5811","NULL","2"
"3544","5871378","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657467955000","1657468255000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5871378&application=5811","NULL","2"
"3548","5871499","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657468315000","1657468615000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5871499&application=5811","NULL","2"
"3549","5871634","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657468675016.000000","1657468975017.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5871634&application=5811","NULL","2"
"3553","5871820","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657469035014.000000","1657469695000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5871820&application=5811","NULL","2"
"3562","5872203","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657469755000","1657470415000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5872203&application=5811","NULL","2"
"3571","5872453","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657470475000","1657471375000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5872453&application=5811","NULL","2"
"3579","5873030","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657472095000","1657474135000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5873030&application=5811","NULL","2"
"3580","5873843","NULL","Apache_Customer_Services_Topic","Issue","BACKEND","CRITICAL","RESOLVED","Apache.customer-services","NULL","1657474015001.000000","1657474135000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5873843&application=5811","NULL","2"
"3581","5873940","NULL","Apache_Customer_Services_Topic","Issue","BACKEND","CRITICAL","RESOLVED","Apache.customer-services","NULL","1657474315000","1657474375014.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5873940&application=5811","NULL","2"
"3901","5874536","NULL","Kafka Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","kafka","NULL","1657475755000","1657475875000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874536&application=5811","NULL","2"
"3902","5874865","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","auth-services--2","NULL","1672112755002","1641838255457","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874865&application=5811","NULL","2"
"3903","5874866","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","kafka--2","NULL","1657476595002.000000","1657476655457.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874866&application=5811","NULL","2"
"3904","5874867","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","ticket-services--1","NULL","1672112755002","1641838255457","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874867&application=5811","NULL","2"
"3905","5874868","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","booking-services--1","NULL","1657476595002.000000","1657476715000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874868&application=5811","NULL","2"
"3906","5874910","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--6","NULL","1657476715000","1657476775001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874910&application=5811","NULL","2"
"3907","5874942","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","booking-services--1","NULL","1672112995000","1672113595000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874942&application=5811","NULL","2"
"3909","5874800","NULL","CPU utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","auth-services--2","NULL","1657476715000","1657476775001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=5874910&application=5811","NULL","2"
"3910","6646006","NULL","Auth Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","CANCELLED","auth-services","NULL","1659911275001.000000","1660173163598.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6646006&application=5811","INC0029999","2"
"3911","6681326","NULL","Business Transaction Health","Issue","BUSINESS_TRANSACTION","CRITICAL","RESOLVED","Login","NULL","1670872015001","1670872815001","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6681326&application=5811","NULL","2"
"3912","6689194","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--3","NULL","1660053175001.000000","1660164895002.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6689194&application=5811","NULL","2"
"4248","6719049","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--3","NULL","1660164955084.000000","1660165075001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6719049&application=5811","NULL","2"
"4250","6719072","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--3","NULL","1671016975001","1671016995001","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6719072&application=5811","NULL","2"
"4346","6721725","NULL","Auth Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","auth-services","NULL","1671025015001","1671025515001","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6721725&application=5811","NULL","2"
"4409","6723065","NULL","CPU utilization is too high","Issue","APPLICATION_COMPONENT_NODE","CRITICAL","RESOLVED","api-services--4","NULL","1660179775001.000000","1660179835001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6723065&application=5811","NULL","2"
"4410","6723087","NULL","CPU utilization is too high","Issue","APPLICATION_COMPONENT_NODE","CRITICAL","RESOLVED","api-services--4","NULL","1660179895002.000000","1660180075001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6723087&application=5811","NULL","2"
"7481","7385146","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658401975000","1658404795000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7385146&application=5811","NULL","2"
"7482","7388637","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658413675000","1658416375000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7388637&application=5811","NULL","2"
"7483","7392270","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658426395000","1658426515000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7392270&application=5811","NULL","2"
"7484","7392316","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658426575000","1658429335549.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7392316&application=5811","NULL","2"
"7485","7400603","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658437075000","1658437135000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7400603&application=5811","NULL","2"
"7486","7400650","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658437195000","1658437255000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7400650&application=5811","NULL","2"
"7487","7400673","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658437315000","1658440195000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7400673&application=5811","NULL","2"
"7494","7404152","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658448655000","1658448715000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7404152&application=5811","NULL","2"
"7495","7404189","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658448775000","1658451355000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7404189&application=5811","NULL","2"
"7496","14400717","NULL","Essedum-Kafka-alert","Issue","APPLICATION","CRITICAL","RESOLVED","AD-Air-Leap","NULL","1666769215000","1667043807000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=14400717&application=5811","INC0037050","2"
"7497","14466267","NULL","Business Transaction Health","Issue","BUSINESS_TRANSACTION","CRITICAL","RESOLVED","Login","NULL","1670077615000","1670077685000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=14466267&application=5811","NULL","2"
"7498","14466329","NULL","Auth Node Failure","Issue","APPLICATION_COMPONENT","CRITICAL","RESOLVED","auth-services","NULL","1666967275002.000000","1667043766000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=14466329&application=5811","INC0037051","2"
"7665","-986665121929658007_1650081240000V2","P-220466","Low disk space","Issue","INFRASTRUCTURE","RESOURCE_CONTENTION","CLOSED","HOST-E157615BDEE56704","(NULL)","1665892620000","1665894180000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-986665121929658007_1650081240000V2","NULL","2"
"7668","2143718681702726130_1649924400000V2","P-220463","CPU saturation","Issue","INFRASTRUCTURE","RESOURCE_CONTENTION","CLOSED","HOST-5BF348A8D09E2757","(NULL)","1665735900000","1665736680000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=2143718681702726130_1649924400000V2","NULL","2"
"7671","-3273609591777676724_1649752080000V2","P-220460","Failure rate increase","Issue","SERVICES","ERROR","CLOSED","SERVICE-BC1F6FA473F6C630","(NULL)","1665563580000","1665565680000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-3273609591777676724_1649752080000V2","NULL","2"
"7681","-1719476358427315079_1649215621451V2","P-220425","Process unavailable","Issue","INFRASTRUCTURE","AVAILABILITY","CLOSED","PROCESS_GROUP-EB03739DB3307C33","(NULL)","1665026821451.000000","1665458705075.000000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-1719476358427315079_1649215621451V2","NULL","2"
"7682","-5426785684928387719_1649158813640V2","P-220419","Process unavailable","Issue","INFRASTRUCTURE","AVAILABILITY","CLOSED","PROCESS_GROUP_INSTANCE-D56602A1E1703A60","(NULL)","1664970013640.000000","1665402013640.000000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-5426785684928387719_1649158813640V2","NULL","2"
"7683","-9125911945197354798_1649158600827V2","P-220418","Process unavailable","Issue","INFRASTRUCTURE","AVAILABILITY","CLOSED","PROCESS_GROUP_INSTANCE-0EE65ABD624A000C","(NULL)","1664969800827.000000","1665401800827.000000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-9125911945197354798_1649158600827V2","NULL","2"
"7684","4699755287281088127_1649158260440V2","P-220417","Process unavailable","Issue","INFRASTRUCTURE","AVAILABILITY","CLOSED","PROCESS_GROUP_INSTANCE-D4C988AB580EECDC","(NULL)","1664969460440.000000","1665401461451.000000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=4699755287281088127_1649158260440V2","NULL","2"
"7685","-4784898210013287345_1649157654215V2","P-220416","Process unavailable","Issue","INFRASTRUCTURE","AVAILABILITY","CLOSED","PROCESS_GROUP_INSTANCE-653DEDF967313394","(NULL)","1664968854215.000000","1665400854215.000000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-4784898210013287345_1649157654215V2","NULL","2"
"7719","-4237265765895911201","NULL","CPU_SATURATED","Alert","INFRASTRUCTURE","RESOURCE_CONTENTION","CLOSED","HOST-E157615BDEE56704","NULL","1665894720000","1665895020000","NULL","NULL","DT","NULL","NULL","2"
"7723","2143718681702726130","NULL","CPU_SATURATED","Alert","INFRASTRUCTURE","RESOURCE_CONTENTION","CLOSED","HOST-5BF348A8D09E2757","NULL","1665735600000","1665736680000","NULL","NULL","DT","NULL","NULL","2"
"7726","-3273609591777676724","NULL","FAILURE_RATE_INCREASED","Alert","SERVICE","ERROR","CLOSED","SERVICE-9F887E1C24E3D460","NULL","1665563280000","1665565680000","NULL","NULL","DT","NULL","NULL","2"
"7730","-6341320389275908194","NULL","FAILURE_RATE_INCREASED","Alert","SERVICE","ERROR","CLOSED","SERVICE-9F887E1C24E3D460","NULL","1665556740000","1665559140000","NULL","NULL","DT","NULL","NULL","2"
"7731","-6576216679875734335","NULL","FAILURE_RATE_INCREASED","Alert","SERVICE","ERROR","CLOSED","SERVICE-9F887E1C24E3D460","NULL","1665555960000","1665556800000","NULL","NULL","DT","NULL","NULL","2"
"7732","5757488367482253978","NULL","FAILURE_RATE_INCREASED","Alert","SERVICE","ERROR","CLOSED","SERVICE-9F887E1C24E3D460","NULL","1665553380000","1665555720000","NULL","NULL","DT","NULL","NULL","2"
"7765","-1860368775724461192_1652260980000V2","P-220531","CPU saturation","Issue","INFRASTRUCTURE","RESOURCE_CONTENTION","OPEN","HOST-5BF348A8D09E2757","-1860368775724461192_1652260980000","1671182880000","1671183880000","NULL","NULL","DT","https://infyapm.tools.infosysapps.com/e/30793cbf-0497-4c47-9e48-b0bd20326894/#problems/problemdetails;gf=all;pid=-1860368775724461192_1652260980000V2","INC0037172","2"
"7768","-1860368775724461192","(NULL)","CPU_SATURATED","Alert","INFRASTRUCTURE","RESOURCE_CONTENTION","OPEN","HOST-5BF348A8D09E2757","(NULL)","1671182580000","1671183880000","NULL","NULL","DT","(NULL)","NULL","2"
"7769","7404190","NULL","JVM Heap utilization is too high","Alert","APPLICATION_COMPONENT_NODE","WARNING","RESOLVED","web-api--2","NULL","1658448775000","1658451355000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=7404189&application=5811","NULL","2"
"7770","6723088","NULL","CPU utilization is too high","Issue","APPLICATION_COMPONENT_NODE","CRITICAL","RESOLVED","api-services--4","NULL","1660179895002.000000","1660180075001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6723087&application=5811","NULL","2"
"7771","6723089","NULL","CPU utilization is too high","Issue","APPLICATION_COMPONENT_NODE","CRITICAL","RESOLVED","api-services--4","NULL","1660179895002.000000","1660180075001.000000","NULL","NULL","AppD","https://essedum-pov.saas.appdynamics.com/#location=APP_INCIDENT_DETAIL_MODAL&incident=6723087&application=5811","NULL","2"
