"user_id","project_id","node_name","node_color","node_size","node_icon","node_shape","label_position","label_property","border_size","border_color","createdAt","updatedAt"
"-1","2","ConfigItem","#15E919","1.0","","dot","below","ci_name","1.0","0","2021-06-29T09:36:57","2021-06-29T09:36:57"
