"id","module","permission"
"555","exp","exp-get-api-exp-user-subscriptionByuserIdAndcategoryId"
"556","exp","exp-get-api-exp-user-subscriptionByid"
"557","exp","exp-delete-api-exp-user-subscriptionByid"
"558","exp","exp-get-api-exp-totalChunksByfileidAndorg"
"559","exp","exp-get-api-exp-tags-searchByTypeBytypeAndorgid"
"560","exp","exp-get-api-exp-subscription-detailsBysubscriptionType"
"561","exp","exp-get-api-exp-streamByfileidAndorg"
"562","exp","exp-get-api-exp-streamByfileidAndchunkAndorg"
"563","exp","exp-get-api-exp-noOfLikes"
"564","exp","exp-get-api-exp-noOfDislikes"
"565","exp","exp-get-api-exp-noOfComments"
"566","exp","exp-get-api-exp-getArtefactListByorgId"
"567","exp","exp-get-api-exp-getArtefactByIds"
"568","exp","exp-get-api-exp-discussionsByid"
"569","exp","exp-delete-api-exp-discussionsByid"
"570","exp","exp-get-api-exp-discussions-subscriptionByuserIdAndorgId"
"571","exp","exp-get-api-exp-discussions-draftsByuserIdAndorgId"
"572","exp","exp-get-api-exp-discussion-tagsByid"
"573","exp","exp-delete-api-exp-discussion-tagsByid"
"574","exp","exp-get-api-exp-discussion-tags-discussionBydiscussionId"
"575","exp","exp-get-api-exp-discussion-reactionsByid"
"576","exp","exp-delete-api-exp-discussion-reactionsByid"
"577","exp","exp-get-api-exp-discussion-reactions-discussionByidAnduserId"
"578","exp","exp-get-api-exp-discussion-commentsByid"
"579","exp","exp-delete-api-exp-discussion-commentsByid"
"580","exp","exp-get-api-exp-discussion-comments-repliesByparentId"
"581","exp","exp-get-api-exp-discussion-comments-discussionBydiscussionId"
"582","exp","exp-get-api-exp-discussion-categoryByid"
"583","exp","exp-delete-api-exp-discussion-categoryByid"
"584","exp","exp-get-api-exp-comment-reactionsByid"
"585","exp","exp-delete-api-exp-comment-reactionsByid"
"586","exp","exp-get-api-exp-comment-reactions-commentByidAnduserId"
"587","exp","exp-get-api-exp-client"
"588","exp","exp-get-api-exp-clientDetailsByentityAndentityType"
"589","exp","exp-get-api-exp-categoryByDisscusionIdBydiscussionId"
"590","exp","exp-get-api-exp-basketByid"
"591","exp","exp-delete-api-exp-basketByid"
"592","exp","exp-get-api-exp-basket-userByuser"
"593","exp","exp-get-api-exp-artefactListSearchBynameAndorgId"
"594","exp","exp-get-api-exp-artefactByidAndorg"
"595","exp","exp-get-api-exp-allArtefactByorgId"
"596","cip","cip-get-api-entities-allBytype"
"597","cip","cip-get-api-entities-allByentityTypeAndgroup"
"598","exp","exp-get-api-discussion-sharessByid"
"599","exp","exp-delete-api-discussion-sharessByid"
"600","cip","cip-get-api-datasourcesBynameStrAndorg"
"601","cip","cip-get-api-datasources-types"
"602","cip","cip-get-api-datasources-typesBynameAndorg"
"603","cip","cip-get-api-datasources-typeBytype"
"604","cip","cip-get-api-datasources-type-searchBynameAndtype"
"605","cip","cip-get-api-datasources-type-search-countBynameAndtype"
"606","cip","cip-get-api-datasources-type-paginatedBytype"
"607","cip","cip-get-api-datasources-type-countBytype"
"608","cip","cip-get-api-datasources-searchByname"
"609","cip","cip-get-api-datasources-names"
"610","cip","cip-get-api-datasources-isVaultEnabled"
"611","cip","cip-get-api-datasources-getDocsBypluginTypeAndorg"
"612","cip","cip-get-api-datasources-getBynameStrAndorg"
"613","cip","cip-get-api-datasources-all"
"614","cip","cip-get-api-datasources-allBygroup"
"615","cip","cip-get-api-datasources-all-len"
"616","cip","cip-get-api-datasetsBynameStrAndorg"
"617","cip","cip-get-api-datasets-viewDataBynameStrAndorg"
"618","cip","cip-get-api-datasets-uploadedfilesBynameAndorg"
"619","cip","cip-get-api-datasets-types"
"620","cip","cip-get-api-datasets-searchData"
"621","cip","cip-get-api-datasets-searchDataCount"
"622","cip","cip-get-api-datasets-searchByorg"
"623","cip","cip-get-api-datasets-searchBynameAndorg"
"624","cip","cip-get-api-datasets-search-lenBynameAndorg"
"625","cip","cip-get-api-datasets-schemaByorganization"
"626","cip","cip-get-api-datasets-lenByorg"
"627","cip","cip-get-api-datasets-istablepresentBydatasetnameAndorg"
"628","cip","cip-get-api-datasets-isVisualizationSupportedBynameStrAndorg"
"629","cip","cip-get-api-datasets-gettickets"
"630","cip","cip-get-api-datasets-getViewsBydatasetNameAndprojectName"
"631","cip","cip-get-api-datasets-getPaginatedDataBynameStrAndorg"
"632","cip","cip-get-api-datasets-getExtrasBypropertyAnduniqueIdAnddatasetNameAndorganization"
"633","cip","cip-get-api-datasets-getDatasetListBydatasetIdList"
"634","cip","cip-get-api-datasets-getDatasetDataCountBynameStrAndorg"
"635","cip","cip-get-api-datasets-getDatasetAttachmentsByuniqueIdAnddatasetNameAndorganization"
"636","cip","cip-get-api-datasets-getData"
"637","cip","cip-get-api-datasets-getDataFromDatasets"
"638","cip","cip-get-api-datasets-getDataAsJsonBynameStrAndorg"
"639","cip","cip-get-api-datasets-getDataBynameStrAndorg"
"640","cip","cip-get-api-datasets-getDashboardBydashboardId"
"641","cip","cip-get-api-datasets-getCount"
"642","cip","cip-get-api-datasets-getAuditDataByIdByorgAndnameAndid"
"643","cip","cip-get-api-datasets-getBynameStrAndorg"
"644","cip","cip-get-api-datasets-generate-fileid"
"645","cip","cip-get-api-datasets-filesByid"
"646","cip","cip-get-api-datasets-extracttableschemaBydatasetnameAndorg"
"647","cip","cip-get-api-datasets-extractSchemaBynameAndorg"
"648","cip","cip-get-api-datasets-expByorg"
"649","cip","cip-get-api-datasets-dsetNamesByorganization"
"650","cip","cip-get-api-datasets-dsetByorganization"
"651","cip","cip-get-api-datasets-downloadCsvData"
"652","cip","cip-get-api-datasets-datasourceByorganization"
"653","cip","cip-get-api-datasets-datasource-paginatedByorganization"
"654","cip","cip-get-api-datasets-datasource-lenByorganization"
"655","cip","cip-get-api-datasets-datasetformBynameAndorg"
"656","cip","cip-get-api-datasets-dataset"
"657","cip","cip-get-api-datasets-copyByfromAndto"
"658","cip","cip-get-api-datasets-checkIfSupportedBynameStrAndorg"
"659","cip","cip-get-api-datasets-allByorg"
"660","cip","cip-get-api-datasets-allBygroupAndorg"
"661","cip","cip-get-api-datasets-all-typeBytypeAndorg"
"662","cip","cip-get-api-datasets-all-paginatedBygroupAndorg"
"663","cip","cip-get-api-datasets-all-lenBygroupAndorg"
"664","dbs","dbs-get-api-dashboards-all"
"665","dbs","dbs-get-api-dashboard-count"
"666","dbs","dbs-get-api-dashboard-configurationsByid"
"667","dbs","dbs-delete-api-dashboard-configurationsByid"
"668","dbs","dbs-get-api-dashboard-configurations-page"
"669","dbs","dbs-get-api-dashboard-configurations--page"
"670","cfm","cfm-get-api-configuration-itemsByid"
"671","cfm","cfm-delete-api-configuration-itemsByid"
"672","cfm","cfm-get-api-configuration-items-page"
"673","cfm","cfm-get-api-configuration-item-typesByid"
"674","cfm","cfm-delete-api-configuration-item-typesByid"
"675","cfm","cfm-get-api-configuration-item-types-page"
"676","bcc","bcc-get-api-bcc-svgsByid"
"677","bcc","bcc-delete-api-bcc-svgsByid"
"678","bcc","bcc-get-api-bcc-svgs-page"
"679","bcc","bcc-get-api-bcc-svg-elementssByid"
"680","bcc","bcc-delete-api-bcc-svg-elementssByid"
"681","bcc","bcc-get-api-bcc-svg-elementss-page"
"682","bcc","bcc-get-api-bcc-svg-dashboard-mappingsByid"
"683","bcc","bcc-delete-api-bcc-svg-dashboard-mappingsByid"
"684","bcc","bcc-get-api-bcc-svg-dashboard-mappings-page"
"685","bcc","bcc-get-api-bcc-svg-ci-mappingsByid"
"686","bcc","bcc-delete-api-bcc-svg-ci-mappingsByid"
"687","bcc","bcc-get-api-bcc-svg-ci-mappings-page"
"688","bcc","bcc-get-api-bcc-metrics-mastersByid"
"689","bcc","bcc-delete-api-bcc-metrics-mastersByid"
"690","bcc","bcc-get-api-bcc-metrics-masters-page"
"691","bjm","bjm-get-api-batch-job-by-name"
"692","bjm","bjm-get-api-batch-client-jobByjobNameAndprojectId"
"693","bjm","bjm-get-api-batch-client-job-job-instances"
"694","bjm","bjm-get-api-batch-client-job-job-instances-project"
"695","bjm","bjm-get-api-batch-client-job-instances-status"
"696","bjm","bjm-get-api-batch-client-job-instance-groupByjobGroupName"
"697","bjm","bjm-get-api-batch-client-job-instance-groupByjobGroupNameAndprojectId"
"698","sre","sre-get-api-app-txn-availabilityByid"
"699","sre","sre-delete-api-app-txn-availabilityByid"
"700","usm","usm-get-api-UserProcessMappingByorganizationAnduser"
"701","usm","usm-get-api-UserProcessMapping-UsersToDelegateByorganizationAndprocessKeyAndstartTimeAndendTimeAndcurrentUser"
"702","usm","usm-get-api-GetUserProcessMappingByorganizationAndprocessAndroleMngAnduser"
"703","usm","usm-delete-api-usm-permission-apiByid"
"704","cip","cip-delete-api-schemaRegistry-deleteFormtemplateByid"
"705","sre","sre-get-api-ccl-app-grps-page"
"706","sre","sre-post-api-ccl-app-grps"
"707","sre","sre-put-api-ccl-app-grps"
"708","sre","sre-get-api-ccl-app-grps"
"709","sre","sre-get-api-ccl-app-grps-allByid"
"710","sre","sre-get-api-ccl-app-grpsByid"
"711","sre","sre-delete-api-ccl-app-grpsByid"
"712","sre","sre-get-api-ccl-apps-page"
"713","sre","sre-post-api-ccl-apps"
"714","sre","sre-put-api-ccl-apps"
"715","sre","sre-get-api-ccl-apps"
"716","sre","sre-get-api-ccl-apps-allByid"
"717","sre","sre-get-api-ccl-appsByid"
"718","sre","sre-delete-api-ccl-appsByid"
"719","sre","sre-get-api-GetAppIdForProbes"
"720","sre","sre-get-api-ccl-app-txns-page"
"721","sre","sre-post-api-ccl-app-txns"
"722","sre","sre-put-api-ccl-app-txns"
"723","sre","sre-get-api-ccl-app-txns"
"724","sre","sre-get-api-ccl-app-txnsByid"
"725","sre","sre-delete-api-ccl-app-txnsByid"
"726","sre","sre-get-api-dst"
"727","sre","sre-get-api-getemailexclusion"
"728","sre","sre-get-api-AddExclusionDetail"
"729","sre","sre-get-api-sre-app-availability-n"
"730","sre","sre-get-api-sre-app-availability-probe-location-n"
"731","sre","sre-post-api-sre-app-downtimes-page"
"732","sre","sre-post-api-sre-app-downtimes"
"733","sre","sre-put-api-sre-app-downtimes"
"734","sre","sre-get-api-sre-app-downtimes"
"735","sre","sre-get-api-sre-app-downtimesByid"
"736","sre","sre-delete-api-sre-app-downtimesByid"
"737","sre","sre-get-api-sre-app-downtimes-allByid"
"738","sre","sre-get-api-DeactivateDownTime"
"739","sre","sre-get-api-Getdowntime"
"740","sre","sre-post-api-addProbeDowntimeData"
"741","sre","sre-post-api-sre-app-txn-availabilitys-page"
"742","sre","sre-post-api-sre-app-txn-availabilitys"
"743","sre","sre-put-api-sre-app-txn-availabilitys"
"744","sre","sre-get-api-sre-app-txn-availabilitys"
"745","sre","sre-get-api-sre-app-txn-availabilitysByid"
"746","sre","sre-delete-api-sre-app-txn-availabilitysByid"
"747","sre","sre-get-api-getProbeLocationsInExcelByprojectId"
"748","sre","sre-get-api-getProbesInExcelByprojectId"
"749","sre","sre-get-api-getLocationsInExcelByprojectId"
"750","sre","sre-get-api-getDowntimesInExcelByproject_id"
"751","sre","sre-get-api-getApplicationGroupsinExcel"
"752","sre","sre-get-api-getApplicationsInExcel"
"753","sre","sre-post-api-uploadsreDowntime"
"754","sre","sre-post-api-uploadProbes"
"755","sre","sre-post-api-uploadLocationsByid"
"756","sre","sre-post-api-uploadProbeLocationsByid"
"757","sre","sre-post-api-uploadsreAppGrps"
"758","sre","sre-post-api-uploadsreApps"
"759","sre","sre-post-api-sre-locations-page"
"760","sre","sre-post-api-sre-locations"
"761","sre","sre-put-api-sre-locations"
"762","sre","sre-get-api-sre-locations"
"763","sre","sre-get-api-sre-locationsByid"
"764","sre","sre-delete-api-sre-locationsByid"
"765","sre","sre-get-api-sre-locations-allByid"
"766","sre","sre-post-api-sre-probe-locations-page"
"767","sre","sre-post-api-sre-probe-locations"
"768","sre","sre-put-api-sre-probe-locations"
"769","sre","sre-get-api-sre-probe-locations"
"770","sre","sre-get-api-sre-probe-locationsByid"
"771","sre","sre-delete-api-sre-probe-locationsByid"
"772","sre","sre-get-api-sre-probe-locations-allByid"
"773","sre","sre-post-api-sre-probes-page"
"774","sre","sre-post-api-sre-probes"
"775","sre","sre-put-api-sre-probes"
"776","sre","sre-get-api-sre-probes"
"777","sre","sre-get-api-sre-probesByid"
"778","sre","sre-delete-api-sre-probesByid"
"779","sre","sre-get-api-sre-probes-environmentByapplicationId"
"780","sre","sre-get-api-sre-probes-operating-systemByapplicationId"
"781","sre","sre-get-api-sre-probes-versionByapplicationId"
"782","sre","sre-get-api-sre-probes-allByid"
"783","sre","sre-get-api-GetProbes"
"784","sre","sre-get-api-GetFilterList"
"785","sre","sre-get-api-GetProbeStatus"
"786","sre","sre-post-api-addProbeData"
"787","sre","sre-post-api-sre-probe-run-apps-page"
"788","sre","sre-get-api-sre-probe-run-apps-n-page"
"789","sre","sre-post-api-sre-probe-run-apps"
"790","sre","sre-put-api-sre-probe-run-apps"
"791","sre","sre-get-api-sre-probe-run-apps"
"792","sre","sre-get-api-sre-probe-run-appsByid"
"793","sre","sre-delete-api-sre-probe-run-appsByid"
"794","sre","sre-post-api-sre-probe-run-app-txns-page"
"795","sre","sre-post-api-sre-probe-run-app-txns"
"796","sre","sre-put-api-sre-probe-run-app-txns"
"797","sre","sre-get-api-sre-probe-run-app-txns"
"798","sre","sre-get-api-sre-probe-run-app-txnsByid"
"799","sre","sre-delete-api-sre-probe-run-app-txnsByid"
"800","sre","sre-get-api-sre-probe-run-rundetailss-page"
"801","sre","sre-get-api-sre-probe-run-rundetailss-nByprobeRunAppid"
"802","sre","sre-post-api-sre-probe-run-rundetailss"
"803","sre","sre-put-api-sre-probe-run-rundetailss"
"804","sre","sre-get-api-sre-probe-run-rundetailss"
"805","sre","sre-get-api-sre-probe-run-rundetailssByid"
"806","sre","sre-delete-api-sre-probe-run-rundetailssByid"
"807","btf","btf-get-api-workflow-usage-stats"
"808","btf","btf-put-api-workflow-usage-stats"
"809","btf","btf-post-api-workflow-usage-stats"
"810","btf","btf-get-api-workflow-steps"
"811","btf","btf-put-api-workflow-steps"
"812","btf","btf-post-api-workflow-steps"
"813","btf","btf-get-api-workflow-statuses"
"814","btf","btf-put-api-workflow-statuses"
"815","btf","btf-post-api-workflow-statuses"
"816","btf","btf-get-api-workflow-params"
"817","btf","btf-put-api-workflow-params"
"818","btf","btf-post-api-workflow-params"
"819","btf","btf-get-api-workflow-generation-stats"
"820","btf","btf-put-api-workflow-generation-stats"
"821","btf","btf-post-api-workflow-generation-stats"
"822","btf","btf-get-api-work-flow-technical-templates"
"823","btf","btf-put-api-work-flow-technical-templates"
"824","btf","btf-post-api-work-flow-technical-templates"
"825","btf","btf-get-api-work-flow-functional-templates"
"826","btf","btf-put-api-work-flow-functional-templates"
"827","btf","btf-post-api-work-flow-functional-templates"
"828","btf","btf-get-api-user-group-mappings"
"829","btf","btf-put-api-user-group-mappings"
"830","btf","btf-post-api-user-group-mappings"
"831","btf","btf-get-api-tokens"
"832","btf","btf-put-api-tokens"
"833","btf","btf-post-api-tokens"
"834","btf","btf-get-api-test-data"
"835","btf","btf-put-api-test-data"
"836","btf","btf-post-api-test-data"
"837","btf","btf-get-api-technology-stacks"
"838","btf","btf-put-api-technology-stacks"
"839","btf","btf-post-api-technology-stacks"
"840","btf","btf-get-api-technology-references"
"841","btf","btf-put-api-technology-references"
"842","btf","btf-post-api-technology-references"
"843","btf","btf-get-api-technologies"
"844","btf","btf-put-api-technologies"
"845","btf","btf-post-api-technologies"
"846","btf","btf-get-api-sopDoc"
"847","btf","btf-put-api-sopDoc"
"848","btf","btf-post-api-sopDoc"
"849","btf","btf-put-api-sopDoc-multipart"
"850","btf","btf-post-api-sopDoc-multipart"
"851","btf","btf-get-api-services-technologies"
"852","btf","btf-put-api-services-technologies"
"853","btf","btf-post-api-services-technologies"
"854","btf","btf-get-api-servers"
"855","btf","btf-put-api-servers"
"856","btf","btf-post-api-servers"
"857","btf","btf-get-api-schedules"
"858","btf","btf-put-api-schedules"
"859","btf","btf-post-api-schedules"
"860","btf","btf-get-api-runtimes"
"861","btf","btf-put-api-runtimes"
"862","btf","btf-post-api-runtimes"
"863","btf","btf-get-api-resolutions"
"864","btf","btf-put-api-resolutions"
"865","btf","btf-post-api-resolutions"
"866","btf","btf-get-api-ratings"
"867","btf","btf-put-api-ratings"
"868","btf","btf-post-api-ratings"
"869","btf","btf-get-api-ranges"
"870","btf","btf-put-api-ranges"
"871","btf","btf-post-api-ranges"
"872","btf","btf-get-api-output-parameter-mappings"
"873","btf","btf-put-api-output-parameter-mappings"
"874","btf","btf-post-api-output-parameter-mappings"
"875","btf","btf-get-api-other-technologies"
"876","btf","btf-put-api-other-technologies"
"877","btf","btf-post-api-other-technologies"
"878","btf","btf-get-api-os-technologies"
"879","btf","btf-put-api-os-technologies"
"880","btf","btf-post-api-os-technologies"
"881","btf","btf-get-api-notifications"
"882","btf","btf-put-api-notifications"
"883","btf","btf-post-api-notifications"
"884","btf","btf-put-api-notificationsUpgrade"
"885","btf","btf-get-api-likes"
"886","btf","btf-put-api-likes"
"887","btf","btf-post-api-likes"
"888","btf","btf-get-api-key-words"
"889","btf","btf-put-api-key-words"
"890","btf","btf-post-api-key-words"
"891","btf","btf-put-api-jobExecutor-setLockTime"
"892","btf","btf-get-api-input-parameter-mappings"
"893","btf","btf-put-api-input-parameter-mappings"
"894","btf","btf-post-api-input-parameter-mappings"
"895","btf","btf-get-api-group-masters"
"896","btf","btf-put-api-group-masters"
"897","btf","btf-post-api-group-masters"
"898","btf","btf-get-api-errors"
"899","btf","btf-put-api-errors"
"900","btf","btf-post-api-errors"
"901","btf","btf-get-api-error-mappings"
"902","btf","btf-put-api-error-mappings"
"903","btf","btf-post-api-error-mappings"
"904","btf","btf-get-api-digital-worker"
"905","btf","btf-put-api-digital-worker"
"906","btf","btf-put-api-demo-usecase-updateMetricConfig"
"907","btf","btf-get-api-db-technologies"
"908","btf","btf-put-api-db-technologies"
"909","btf","btf-post-api-db-technologies"
"910","btf","btf-get-api-dal-technologies"
"911","btf","btf-put-api-dal-technologies"
"912","btf","btf-post-api-dal-technologies"
"913","btf","btf-get-api-conversation-statuses"
"914","btf","btf-put-api-conversation-statuses"
"915","btf","btf-post-api-conversation-statuses"
"916","btf","btf-get-api-conversation-form-details"
"917","btf","btf-put-api-conversation-form-details"
"918","btf","btf-post-api-conversation-form-details"
"919","btf","btf-get-api-configuration-entries"
"920","btf","btf-put-api-configuration-entries"
"921","btf","btf-post-api-configuration-entries"
"922","btf","btf-put-api-configuration-entriesBycategoryAndnameAndvalue"
"923","btf","btf-get-api-comments"
"924","btf","btf-put-api-comments"
"925","btf","btf-post-api-comments"
"926","btf","btf-put-api-commentForRatingByratingId"
"927","btf","btf-post-api-commentForRatingByratingId"
"928","btf","btf-get-api-chat-bots"
"929","btf","btf-put-api-chat-bots"
"930","btf","btf-post-api-chat-bots"
"931","btf","btf-get-api-change-histories"
"932","btf","btf-put-api-change-histories"
"933","btf","btf-post-api-change-histories"
"934","btf","btf-put-api-botfactoryschedulers-trigger"
"935","btf","btf-get-api-bot-tasks"
"936","btf","btf-put-api-bot-tasks"
"937","btf","btf-post-api-bot-tasks"
"938","btf","btf-get-api-bot-events"
"939","btf","btf-put-api-bot-events"
"940","btf","btf-post-api-bot-events"
"941","btf","btf-get-api-bot-usage-stats"
"942","btf","btf-put-api-bot-usage-stats"
"943","btf","btf-post-api-bot-usage-stats"
"944","btf","btf-get-api-bot-specifications"
"945","btf","btf-put-api-bot-specifications"
"946","btf","btf-post-api-bot-specifications"
"947","btf","btf-put-api-bot-specificationsApprovedDeclined"
"948","btf","btf-get-api-bot-spec-output-parameters"
"949","btf","btf-put-api-bot-spec-output-parameters"
"950","btf","btf-post-api-bot-spec-output-parameters"
"951","btf","btf-get-api-bot-spec-input-parameters"
"952","btf","btf-put-api-bot-spec-input-parameters"
"953","btf","btf-post-api-bot-spec-input-parameters"
"954","btf","btf-get-api-bot-spec-error-parameters"
"955","btf","btf-put-api-bot-spec-error-parameters"
"956","btf","btf-post-api-bot-spec-error-parameters"
"957","btf","btf-get-api-bot-spec-dependencies"
"958","btf","btf-put-api-bot-spec-dependencies"
"959","btf","btf-post-api-bot-spec-dependencies"
"960","btf","btf-get-api-bot-spec-change-desc-histories"
"961","btf","btf-put-api-bot-spec-change-desc-histories"
"962","btf","btf-post-api-bot-spec-change-desc-histories"
"963","btf","btf-get-api-bot-implementation-details"
"964","btf","btf-put-api-bot-implementation-details"
"965","btf","btf-post-api-bot-implementation-details"
"966","btf","btf-get-api-bot-factory-schedulers"
"967","btf","btf-put-api-bot-factory-schedulers"
"968","btf","btf-post-api-bot-factory-schedulers"
"969","btf","btf-get-api-bot-execution-audit-trails"
"970","btf","btf-put-api-bot-execution-audit-trails"
"971","btf","btf-post-api-bot-execution-audit-trails"
"972","btf","btf-get-api-automation-work-flows"
"973","btf","btf-put-api-automation-work-flows"
"974","btf","btf-post-api-automation-work-flows"
"975","btf","btf-get-api-automation-work-flowsByid"
"976","btf","btf-put-api-automation-work-flowsByid"
"977","btf","btf-delete-api-automation-work-flowsByid"
"978","btf","btf-put-api-automation-work-flows-custom"
"979","btf","btf-put-api-automation-work-flows-customByid"
"980","btf","btf-put-api-automation-work-flows-custom-update"
"981","btf","btf-put-api-automation-work-flows-custom-modifyTaskByid"
"982","btf","btf-get-api-assets"
"983","btf","btf-put-api-assets"
"984","btf","btf-post-api-assets"
"985","btf","btf-get-api-asset-access-infos"
"986","btf","btf-put-api-asset-access-infos"
"987","btf","btf-post-api-asset-access-infos"
"988","btf","btf-get-api-artifacts"
"989","btf","btf-put-api-artifacts"
"990","btf","btf-post-api-artifacts"
"991","btf","btf-get-api-app-generation-stats"
"992","btf","btf-put-api-app-generation-stats"
"993","btf","btf-post-api-app-generation-stats"
"994","btf","btf-put-api-GenericExternalTaskByidAndworkerId"
"995","btf","btf-post-api-workflow-paramstriggerByname"
"996","btf","btf-post-api-workflow-paramstriggerBynameAnduserNameAndprojectNameAndportfolio"
"997","btf","btf-get-api-workflow-mapping"
"998","btf","btf-post-api-workflow-mapping"
"999","btf","btf-post-api-user-groupByuserId"
"1000","btf","btf-post-api-user-group-usersBygroupId"
"1001","btf","btf-post-api-upload"
"1002","btf","btf-post-api-updateSourceCodeByid"
"1003","btf","btf-post-api-triggerWfBynameAnduserNameAndprojectNameAndportfolio"
"1004","btf","btf-post-api-tokenByserverName"
"1005","btf","btf-get-api-techProperties-"
"1006","btf","btf-post-api-techProperties-"
"1007","btf","btf-post-api-serverByserverName"
"1008","btf","btf-post-api-schedule-mapping"
"1009","btf","btf-post-api-saveTechnologyTemplate"
"1010","btf","btf-post-api-saveBpmnByid"
"1011","btf","btf-post-api-saveBpmn-editorByid"
"1012","btf","btf-post-api-save-dynamic-work-flow-execution-dataByuserAndprojectAndportfolio"
"1013","btf","btf-post-api-resumeWorkFlowByprocessInstanceId"
"1014","btf","btf-post-api-output-parameter-mappings-customBywfIdAndtaskId"
"1015","btf","btf-post-api-likeForRatingByratingId"
"1016","btf","btf-post-api-likeForCommentBycommentId"
"1017","btf","btf-post-api-interactiveWorkflow-version1-getIcasData"
"1018","btf","btf-post-api-interactiveWorkflow-suspendProcessByConvId"
"1019","btf","btf-post-api-interactiveWorkflow-old-getIcasData"
"1020","btf","btf-post-api-interactiveWorkflow-getIcasData"
"1021","btf","btf-post-api-input-parameter-mappings-customBywfIdAndtaskId"
"1022","btf","btf-post-api-getBpmnMicrobotsWBByworkflowName"
"1023","btf","btf-post-api-entity-access-infosByportfolioIdAndsharedByAndentityIdAndentityType"
"1024","btf","btf-get-api-elementTemplate-"
"1025","btf","btf-post-api-elementTemplate-"
"1026","btf","btf-post-api-edit-workflow-mappingByid"
"1027","btf","btf-post-api-dynamic-workflow-task"
"1028","btf","btf-get-api-digital-workerByid"
"1029","btf","btf-post-api-digital-workerByid"
"1030","btf","btf-delete-api-digital-workerByid"
"1031","btf","btf-post-api-deployBpmnByid"
"1032","btf","btf-post-api-demo-usecase-fillMetricmonitor"
"1033","btf","btf-post-api-demo-usecase-fillMetricmonitorManually"
"1034","btf","btf-post-api-btf-updateappmodel"
"1035","btf","btf-post-api-btf-createappmodel"
"1036","btf","btf-post-api-bpmnUploadByid"
"1037","btf","btf-get-api-bots"
"1038","btf","btf-post-api-bots"
"1039","btf","btf-post-api-bots-filterBotList"
"1040","btf","btf-post-api-botresolution"
"1041","btf","btf-post-api-bot-status"
"1042","btf","btf-post-api-bot-status-permission"
"1043","btf","btf-post-api-bot-specificationsBulkUpload"
"1044","btf","btf-post-api-bot-factory-jobexecutor-monitor"
"1045","btf","btf-post-api-automation-work-flows-uploadByprojectIdAndprotfolioIdAnduserId"
"1046","btf","btf-post-api-automation-work-flows-bpmnNew"
"1047","btf","btf-post-api-automation-work-flows-customByuserIdAndprotfolioIdAndprojectId"
"1048","btf","btf-post-api-automation-work-flow-testing-WorkFlowByworkflowId"
"1049","btf","btf-post-api-automation-work-flow-testing-VBABybotName"
"1050","btf","btf-post-api-automation-work-flow-testing-UIPathBybotName"
"1051","btf","btf-post-api-automation-work-flow-testing-ShellBybotName"
"1052","btf","btf-post-api-automation-work-flow-testing-PythonBybotName"
"1053","btf","btf-post-api-automation-work-flow-testing-PowerShellBybotName"
"1054","btf","btf-post-api-automation-work-flow-testing-MainframeBybotNameAndserverName"
"1055","btf","btf-post-api-automation-work-flow-testing-MLAIBybotName"
"1056","btf","btf-post-api-automation-work-flow-testing-JavaBybotName"
"1057","btf","btf-post-api-automation-work-flow-testing-IcapBybotName"
"1058","btf","btf-post-api-automation-work-flow-testing-DotNetBybotName"
"1059","btf","btf-post-api-automation-work-flow-testing-BluePrismBybotName"
"1060","btf","btf-post-api-automation-work-flow-testing-AutomationAnywhereBybotName"
"1061","btf","btf-post-api-automation-work-flow-testing-AssistEdgeByprocessNameAndprofileName"
"1062","btf","btf-post-api-automation-work-flow-testing-AnsibleBybotName"
"1063","btf","btf-post-api-asset-access-infos-dependency"
"1064","btf","btf-post-api-asset-access-infos-dependency-delete"
"1065","btf","btf-post-api-artifact-writeArtifactFile"
"1066","btf","btf-post-api-artifact-readArtifactFile"
"1067","btf","btf-post-api-adapter_workflow-saveBpmnBybpmn_name"
"1068","btf","btf-post-api-adapter_workflow-deployBpmnBybpmn_name"
"1069","btf","btf-post-api-adapter_workflow-automation-work-flow-testing-WorkFlowByworkFlowName"
"1070","btf","btf-post-api-adapter_workflow-automation-work-flow-sync-testing-WorkFlowByworkFlowName"
"1071","btf","btf-post-api-RPAExternalTask-automationAnywhereExternalTaskCompleteByidAndworkerIdAndstatus"
"1072","btf","btf-post-api-RPAExternalTask-UiPathExternalTaskCompleteByidAndworkerIdAndstatus"
"1073","btf","btf-post-api-RPAExternalTask-BPExternalTaskCompleteByidAndworkerIdAndstatus"
"1074","btf","btf-post-api-RPAExternalTask-AETaskCompleteByidAndworkerIdAndstatus"
"1075","btf","btf-post-api-GenericExternalTaskByidAndworkerIdAndstatus"
"1076","btf","btf-post-api-AutomationAnywhereExternalTaskCompleteByidAndworkerIdAndstatus"
"1077","btf","btf-get-api-workflowByid"
"1078","btf","btf-get-api-workflow-usage-statsByid"
"1079","btf","btf-delete-api-workflow-usage-statsByid"
"1080","btf","btf-get-api-workflow-steps1Bywid"
"1081","btf","btf-get-api-workflow-stepsByid"
"1082","btf","btf-delete-api-workflow-stepsByid"
"1083","btf","btf-get-api-workflow-statusesByid"
"1084","btf","btf-delete-api-workflow-statusesByid"
"1085","btf","btf-get-api-workflow-statusCountBystatus"
"1086","btf","btf-get-api-workflow-statusBystatusBystatus"
"1087","btf","btf-get-api-workflow-paramsfilterByname"
