"description","job_name","json_content","organization","parallelchain"
"NULL","DT_CI_Pipelines","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"LEODT_CR38314\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Create_Ctype\",\"index\":\"1\"},{\"name\":\"APMDT_HS91825\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostToCI\",\"index\":\"2\"},{\"name\":\"APMDT_SR58716\",\"runtime\":\"NativeScript\",\"alias\":\"DT_ServiceToCI\",\"index\":\"3\"},{\"name\":\"APMDT_PT70742\",\"runtime\":\"NativeScript\",\"alias\":\"DT_AppToCI\",\"index\":\"4\"},{\"name\":\"APMDT_PG97620\",\"runtime\":\"NativeScript\",\"alias\":\"DT_PGIToCI\",\"index\":\"5\"},{\"name\":\"APMDT_HS58589\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostGroupToCI\",\"index\":\"6\"}]}}","leo1311","0"
"NULL","DT_CI_Mapping_Pipelines","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"APMDT_HS44485\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostToCIMapping\",\"index\":\"1\"},{\"name\":\"APMDT_PT68853\",\"runtime\":\"NativeScript\",\"alias\":\"DT_AppToCIMapping\",\"index\":\"2\"},{\"name\":\"APMDT_SR68662\",\"runtime\":\"NativeScript\",\"alias\":\"DT_ServiceToCIMapping\",\"index\":\"3\"},{\"name\":\"APMDT_HS63212\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostGroupToCIMapping\",\"index\":\"4\"}]}}","leo1311","0"
"NULL","DT_Entities","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"APMDT_HS24363\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Host\",\"index\":\"1\"},{\"name\":\"APMDT_SR22120\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Service\",\"index\":\"2\"},{\"name\":\"APMDT_PL81905\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Application\",\"index\":\"3\"},{\"name\":\"APMDT_PR80903\",\"runtime\":\"NativeScript\",\"alias\":\"DT_ProcessGroupInstance\",\"index\":\"4\"},{\"name\":\"APMDT_HS25375\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostGroup\",\"index\":\"5\"},{\"name\":\"APMDT_PR86325\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Problem\",\"index\":\"6\"},{\"name\":\"APMDT_VN81403\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Event\",\"index\":\"7\"},{\"name\":\"APMDT_CR20147\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Correlation\",\"index\":\"8\"},{\"name\":\"APMDT_PR53085\",\"runtime\":\"NativeScript\",\"alias\":\"DT_ProblemDetails\",\"index\":\"9\"},{\"name\":\"APMDT_HS71491\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostMetrics\",\"index\":\"10\"}]}}","leo1311","0"
"NULL","DT_Problem_Emulator","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"LEODT_SN26353\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Snow_Update_Ticket_Status\",\"index\":\"1\"},{\"name\":\"LEODT_ND23928\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Induce_Problem\",\"index\":\"2\"},{\"name\":\"LEOINFYD68146\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Live_Issue\",\"index\":\"3\"},{\"name\":\"LEOINFYD55307\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Live_Event\",\"index\":\"4\"},{\"name\":\"LEOSNW_C64708\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Snow_Create_Ticket\",\"index\":\"5\"},{\"name\":\"APMDT_HS71491\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostMetrics\",\"index\":\"7\"},{\"name\":\"APMDT_CR20147\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Correlation\",\"index\":\"7\"},{\"name\":\"APMDT_PR53085\",\"runtime\":\"NativeScript\",\"alias\":\"DT_ProblemDetails\",\"index\":\"8\"}]}}","leo1311","0"
"NULL","DT_Self_Heal","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"LEODT_RS45315\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Resolve_Problem\",\"index\":\"1\"},{\"name\":\"LEODT_SN26353\",\"runtime\":\"NativeScript\",\"alias\":\"DT_Snow_Update_Ticket_Status\",\"index\":\"2\"},{\"name\":\"APMDT_HS71491\",\"runtime\":\"NativeScript\",\"alias\":\"DT_HostMetrics\",\"index\":\"3\"}]}}","leo1311","0"
