"id","project_id","created_by","created_on","is_deleted","modified_by","modified_on","palette_name","organisation"
"3695","2","system","2021-05-11T00:00:00","false","system","2021-12-02T00:00","Gradient","NULL"
"3696","2","system","2021-05-16T00:00:00","false","system","2021-12-02T00:00","Gradient3","NULL"
"3697","2","system","2021-05-18T00:00:00","false","system","2021-12-02T00:00","Pie grad","NULL"
"3698","2","system","2021-06-30T00:00:00","false","system","2021-12-02T00:00","common palette","NULL"
