"id","fileid","filename","mimetype","projectid","url"
"1","expYY2021MM6DD23EEbfd007ecaf2847afb9813a12b1f219d3","tickets.jpg","image/jpeg","1","\\home\\admin\\icipFileUploads\\projectimagefiles\\32a58a9e47dd470d8b1858e8e43b1bac\\tickets1.jpg"
