"id","border_true","boxcolor_true","default_border","default_fill_color","default_font","default_visibility","element_id","fill_color_true","font_true","runtime_border","runtime_boxcolor","runtime_fill_color","runtime_font","runtime_text","runtime_visibility","visibility_true","project_id","svg_id"
"2076","NULL","NULL","NULL","NULL","NULL","NULL","shape89-360","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2077","NULL","NULL","NULL","NULL","NULL","NULL","shape90-365","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2078","NULL","NULL","NULL","NULL","NULL","NULL","shape91-370","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2079","NULL","NULL","NULL","NULL","NULL","NULL","shape92-373","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2080","NULL","NULL","NULL","NULL","NULL","NULL","shape93-377","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2081","NULL","NULL","NULL","NULL","NULL","NULL","shape94-379","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2082","NULL","NULL","NULL","NULL","NULL","NULL","shape95-387","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2083","NULL","NULL","NULL","NULL","NULL","NULL","shape96-389","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2084","NULL","NULL","NULL","NULL","NULL","NULL","shape97-392","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2085","NULL","NULL","NULL","NULL","NULL","NULL","shape98-401","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2086","NULL","NULL","NULL","NULL","NULL","NULL","shape99-404","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2087","NULL","NULL","NULL","NULL","NULL","NULL","shape100-411","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2088","NULL","NULL","NULL","NULL","NULL","NULL","shape101-415","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2089","NULL","NULL","NULL","NULL","NULL","NULL","shape102-417","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2090","NULL","NULL","NULL","NULL","NULL","NULL","shape103-420-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2091","NULL","NULL","NULL","NULL","NULL","NULL","shape103-420","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2092","NULL","NULL","NULL","NULL","NULL","NULL","shape104-428","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2093","NULL","NULL","NULL","NULL","NULL","NULL","shape105-430","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2094","NULL","NULL","NULL","NULL","NULL","NULL","shape106-438","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2095","NULL","NULL","NULL","NULL","NULL","NULL","shape3610002-440","red","NULL","NULL","NULL","true","NULL","6","NULL","NULL","2","16"
"2096","NULL","NULL","NULL","NULL","NULL","NULL","shape3610003-443","red","NULL","NULL","NULL","true","NULL","2","NULL","NULL","2","16"
"2097","NULL","NULL","NULL","NULL","NULL","NULL","shape3610004-446","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2098","NULL","NULL","NULL","NULL","NULL","NULL","shape3610005-449","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2099","NULL","NULL","NULL","NULL","NULL","NULL","shape3610006-452","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2100","NULL","NULL","NULL","NULL","NULL","NULL","shape3610007-455","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2101","NULL","NULL","NULL","NULL","NULL","NULL","shape3610011-458","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2102","NULL","NULL","NULL","NULL","NULL","NULL","shape3610012-461","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2103","NULL","NULL","NULL","NULL","NULL","NULL","shape3610015-464","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2104","NULL","NULL","NULL","NULL","NULL","NULL","shape3610016-467","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2105","NULL","NULL","NULL","NULL","NULL","NULL","shape3610025-470","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2106","NULL","NULL","NULL","NULL","NULL","NULL","shape107-478","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2107","NULL","NULL","NULL","NULL","NULL","NULL","shape3610026-480","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2108","NULL","NULL","NULL","NULL","NULL","NULL","shape3610026-480-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2109","NULL","NULL","NULL","NULL","NULL","NULL","shape3610027-483","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2110","NULL","NULL","NULL","NULL","NULL","NULL","shape3610031-486","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2111","NULL","NULL","NULL","NULL","NULL","NULL","shape108-494","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2112","NULL","NULL","NULL","NULL","NULL","NULL","shape3610032-496","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2113","NULL","NULL","NULL","NULL","NULL","NULL","shape3610033-499","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2114","NULL","NULL","NULL","NULL","NULL","NULL","shape3610034-502","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2115","NULL","NULL","NULL","NULL","NULL","NULL","shape109-510","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2116","NULL","NULL","NULL","NULL","NULL","NULL","shape3610035-512","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2117","NULL","NULL","NULL","NULL","NULL","NULL","shape3610035-512","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2118","NULL","NULL","NULL","NULL","NULL","NULL","shape3610036-515","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2119","NULL","NULL","NULL","NULL","NULL","NULL","shape3610040-518","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2120","NULL","NULL","NULL","NULL","NULL","NULL","shape3610041-521","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2121","NULL","NULL","NULL","NULL","NULL","NULL","shape3610042-524","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2122","NULL","NULL","NULL","NULL","NULL","NULL","shape3610043-527","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2123","NULL","NULL","NULL","NULL","NULL","NULL","shape3610044-530","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2124","NULL","NULL","NULL","NULL","NULL","NULL","shape3610045-533","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2125","NULL","NULL","NULL","NULL","NULL","NULL","shape3610046-536","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2126","NULL","NULL","NULL","NULL","NULL","NULL","shape3610047-539","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2127","NULL","NULL","NULL","NULL","NULL","NULL","shape3610048-542","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2128","NULL","NULL","NULL","NULL","NULL","NULL","shape3610049-545","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2129","NULL","NULL","NULL","NULL","NULL","NULL","shape3610050-548","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2130","NULL","NULL","NULL","NULL","NULL","NULL","shape3610051-551","green","NULL","NULL","NULL","true","NULL","0","NULL","NULL","2","16"
"2131","NULL","NULL","NULL","NULL","NULL","NULL","shape110001-554","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2132","NULL","NULL","NULL","NULL","NULL","NULL","shape110002-557","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2133","NULL","NULL","NULL","NULL","NULL","NULL","shape110003-563","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2134","NULL","NULL","NULL","NULL","NULL","NULL","shape110004-566","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2135","NULL","NULL","NULL","NULL","NULL","NULL","shape110005-569","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2136","NULL","NULL","NULL","NULL","NULL","NULL","shape110006-575","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2137","NULL","NULL","NULL","NULL","NULL","NULL","shape110007-578","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2138","NULL","NULL","NULL","NULL","NULL","NULL","shape110008-581","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2139","NULL","NULL","NULL","NULL","NULL","NULL","shape1-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2140","NULL","NULL","NULL","NULL","NULL","NULL","shape4-8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2141","NULL","NULL","NULL","NULL","NULL","NULL","dealpassedThroughAddison","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2142","NULL","NULL","NULL","NULL","NULL","NULL","clip-path242","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2143","NULL","NULL","NULL","NULL","NULL","NULL","dealPostedS4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2144","NULL","NULL","NULL","NULL","NULL","NULL","dealcreatedNGQ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
"2145","NULL","NULL","NULL","NULL","NULL","NULL","dealcreatedNGQ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","16"
