"id","action_name","action_type","script_code","headers","result_param","restapi_param_type","restapi_method","url","body"
"33","Extracting Category","REST api","NULL","NULL","extractedCategory","path","post","http://VICTLPTST-60:8299/api/extractMessage","{{unextractedTicketCategory}}"
"34","Verify Ticket","REST api","NULL","NULL","verifiedTicket","NULL","post","http://VICTLPTST-60:8299/api/verify","NULL"
"35","Fetch Ticket Details - Mock","REST api","NULL","NULL","ticketDetails","NULL","post","http://VICTLPTST-60:8299/api/fetchTicket","{\"ticketID\":\"{{ticketId}}\"}"
"36","Resolve ITSM Ticket","REST api","NULL","NULL","resolutionResponse","query","post","http://victadpst-42:5000/api/workflow/resolve_ticket","{\"TicketId\":\"{{ticketId}}\"}"
"37","Get Ticket Details - ET","REST api","NULL","NULL","ticketDetails","NULL","post","http://victadpst-42:5000/api/Classifier/get_ticket_details","{\"ticketID\":\"{{ticketId}}\"}"
"42","Automated Follow up - ET","REST api","NULL","{\"Project\": 2, \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","automatedFollowUp","query","post","https://essedum2:7000/api/service/aiops/v1/automatedFollowUps","{\"query\":\"{{ticketDetails}}\"}"
"43","Priority Prediction ET","REST api","NULL","{\"project\": 2, \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","priority","query","post","https://essedum2:7000/api/service/aiops/v1/priorityPrediction","{\"query\":\"{{ticketDetails}}\"}"
"44","Fetch Entities ET","REST api","NULL","{\"project\": 2, \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","entities","query","post","https://essedum2:7000/api/service/aiops/v1/entities","{\"query\":\"{{ticketDetails}}\"}"
"45","Fetch Similar Tickets - ET","REST api","NULL","{\"project\": 2, \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","similarTickets","query","post","https://essedum2:7000/api/service/aiops/v1/similarTickets","{\"query\":\"{{ticketDetails}}\"}"
"46","Classify Category - ET","REST api","NULL","{\"project\": 2, \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","category","query","post","https://essedum2:7000/api/service/aiops/v1/incidentCategorization","{\"query\":\"{{ticketDetails}}\"}"
"47","Gen AI Content Creator","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","result","query","post","https://essedum2:7000/api/adapters/promptaction/generate/leo1311","{\"prompt_template\":\"{{prompt}}\",\"inputs\":{\"topic\":\"{{promptParam1}}\"}}"
"50","test4321","REST api","NULL","NULL","test","NULL","post","NULL","NULL"
"51","Recommend Ticket Category","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","ticketCategory","query","post","https://essedum2:7000/api/aip/adapters/promptaction/generate/leo1311","{\"prompt_template\":\"{{prompt}}\",\"inputs\":{\"ticketcontent\":{{promptParam1}}}}"
"52","Fetch Related Entities","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","relatedEntities","query","post","https://essedum2:7000/api/aip/adapters/promptaction/generate/leo1311","{\"prompt_template\":\"{{prompt}}\",\"inputs\":{\"ticketcontent\":{{promptParam1}}}}"
"53","Summarize Ticket","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","ticketSummary","query","post","https://essedum2:7000/api/aip/adapters/promptaction/generate/leo1311","{\"prompt_template\":\"{{prompt}}\",\"inputs\":{\"ticketcontent\":{{promptParam1}}}}"
"68","Generate First Response","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","firstResponse","query","post","https://essedum2:7000/api/aip/adapters/promptaction/generate/leo1311","{\"prompt_template\":\"{{prompt}}\",\"inputs\":{\"ticketcontent\":{{promptParam1}}}}"
"69","Predict Priority","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","priority","query","post","https://essedum2:7000/api/aip/adapters/promptaction/generate/leo1311","{\"prompt_template\":\"{{prompt}}\",\"inputs\":{\"ticketcontent\":{{promptParam1}}}}"
"70","Classify Ticket","REST api","NULL","{}","classifiedTicket","query","post","http://victlptst-42:5000/api/Classifier/classify_ticket","{\"ticketId\" : \"{{ticketId}}\"}
"
"71","Fetch Similar Tickets","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","similarTickets","query","post","https://essedum2:7000/api/aip/adapters/AIOPS-Instance/similarTickets/leo1311","{\"query\":{\"shortdescription\":\"{{shortDescriptionText}}\"}}"
"72","Fetch Ticket Details","REST api","NULL","{}","ticketDetails","query","post","http://victadpst-32:5000/api/Classifier/get_ticket_details","{\"ticketID\" : \"{{ticketId}}\"}"
"75","Extract Ticket Desription","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","shortDescription","query","post","https://essedum2:7000/api/aip/adapters/TicketExtraction/extract/leo1311?isInstance=true","{\"data\":{{ticketDetails}}}"
"76","Generate Ticket Sentiment","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","ticketSentiment","query","post","http://cvrictlptm25:8299/api/genTicketSentiment","{\"query\":{\"shortdescription\":\"{{shortDescriptionText}}\"}}"
"77","Refresh Ticket","REST api","NULL","{\"Cookie\": \"JSESSIONID=A5DCFC149E140FF908FE7F6650232CD3\", \"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","refreshedTicket","query","get","https://essedum2:7000/api/event/trigger/refreshTickets","{}"
"78","Recommend Resolution","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","resolution","query","post","https://essedum2:7000/api/aip/adapters/AIOPS-Instance/recommendedResolution/leo1311","{\"query\":{\"shortdescription\":\"{{shortDescriptionText}}\"}}"
"79","Recommend Similar Tickets","REST api","NULL","{\"Project\": 2, \"Content-Type\": \"application/json\", \"access-token\": \"aec127c2-c984-33f6-9a3a-355xd1dof097\"}","similarTickets","query","post","https://essedum2:7000/api/aip/adapters/AIOPS-Instance/similarTickets/leo1311","{\"query\":{\"shortdescription\":{{shortDescription}}}}"
"80","Extract Short Desc Text","REST api","NULL","NULL","shortDescriptionText","NULL","post","http://cvrictlptm25:8299/api/extractShortDesc","{{shortDescription}}"
"81","Assign Ticket","REST api","NULL","NULL","assignee","NULL","post","http://cvrictlptm25:8299/api/assignTicket","{{name}}"
