created_by,created_date,deleted,description,job_id,json_content,lastmodifiedby,alias,lastmodifieddate,name,organization,type,version,tags,interfacetype,pipeline_metadata,is_template,is_app
"admin","2024-12-18 08:09:00.836000","","","NULL","{\"elements\":[{\"attributes\":{\"filetype\":\"Python3\",\"files\":[\"LEORCRT_44644_leo1311.py\"],\"arguments\":[{\"name\":\"leapds\",\"value\":\"LEOLPMST92297\",\"type\":\"Datasource\",\"alias\":\"LEOLPMST92297\",\"index\":\"1\"}],\"dataset\":[]}}]}","admin","Group_jobs_utility","2024-12-18 11:57:36","LEORCRT_44644","leo1311","NativeScript","12","NULL","pipeline","{\"9\":{\"taskId\":\"38e51531-78d2-47d5-88d1-0ac5964eccde\"}}","","0"
