attributes,dataset_type,description,exp_status,name,organization,schemajson,type,backing_dataset,dataset_schema,datasource,lastmodifiedby,lastmodifieddate,alias,context,is_approval_required,is_permission_managed,is_inbox_required,is_audit_required,is_archival_enabled,archival_config,dashboard,metadata,modeltype,views,taskdetails,tags,interfacetype,adaptername,isadapteractive,indexname,summary,event_details
"{\"filter\":\"\",\"mode\":\"query\",\"Query\":\"SELECT KPI as Metric, SUM(COUNT) AS \'Count\' FROM (\\nSELECT \'AIP\' AS `module`,\'No of Pipelines\' AS `KPI`,COUNT(0) AS `COUNT`,`organization` AS `project` \\nFROM `mlpipeline` WHERE interfacetype IN(\'pipeline\',\'chain\') GROUP BY `organization` \\nUNION SELECT \'AIP\' AS `module`,\'No of Models\' AS `KPI`,COUNT(0) AS `COUNT`,`app_org` AS `project` FROM `mlfederatedmodels` GROUP BY `app_org` \\nUNION SELECT \'AIP\' AS `module`,\'No of Endpoints\' AS `KPI`,COUNT(0) AS `COUNT`,`app_org` AS `project` FROM `mlfederatedendpoints` GROUP BY `app_org`\\n UNION SELECT \'AIP\' AS `module`,\'No of Apps\' AS `KPI`,COUNT(0) AS `COUNT`,`organization` AS `project` FROM `mlapps` GROUP BY `organization` \\n UNION SELECT \'AIP\' AS `module`,\'No of Adapters\' AS `KPI`,COUNT(0) AS `COUNT`,`organization` AS `project` FROM `mladapters` GROUP BY `organization` \\n UNION SELECT \'AIP\' AS `module`,\'No of Datasets\' AS `KPI`,COUNT(0) AS `COUNT`,`organization` AS `project` FROM `mldataset` GROUP BY `organization` \\n UNION SELECT \'AIP\' AS `module`,\'No of Datasources\' AS `KPI`,COUNT(0) AS `COUNT`,`organization` AS `project` FROM `mldatasource` GROUP BY `organization` \\n UNION SELECT \'AIP\' AS `module`,\'No of Job runs\' AS `KPI`,COUNT(0) AS `COUNT`,`organization` AS `project` FROM `mljobs` GROUP BY `organization`\\n) t JOIN usm_project p ON t.project = p.name WHERE p.id= {projectId} GROUP BY module,KPI\\n\",\"Cacheable\":false,\"isStreaming\":\"false\",\"Headers\":\"\",\"defaultValues\":\"\",\"QueryParams\":\"\",\"writeMode\":\"append\",\"params\":\"{\'projectId\':\'2\'}\",\"tableName\":\"\",\"uniqueIdentifier\":\"\"}","NULL","NULL","NULL","CORAPTLM46181","Core","NULL","r","NULL","NULL","CORLPMST75125","admin","2024-10-25 11:31:19.548985","AIPTelemetery","NULL","","","","","NULL","NULL","NULL","NULL","NULL","Table View","[]","[]","NULL","NULL","NULL","NULL","NULL","NULL"
