"description","job_name","json_content","organization","parallelchain"
"Insertion of appd entities data","Appd_Entities_Data","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"APMCSDTT50266\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_CIsDataToDB\",\"index\":\"1\"},{\"name\":\"APMBCKND86786\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_BackendsDataToDB\",\"index\":\"2\"},{\"name\":\"APMMNTRN69364\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_MonitoringNodes\",\"index\":\"3\"},{\"name\":\"APMCSTSR49023\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_CIsToSreMetadata\",\"index\":\"4\"},{\"name\":\"LEOAPD_M22623\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_MetadataMonitor\",\"index\":\"5\"}]}}","leo1311","0"
"NULL","Appd_Induce_Problem","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"Appd_Induce_CPU_Issue\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_Induce_CPU_Issue\",\"index\":\"1\"},{\"name\":\"APMPRBLM12200\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_Problems\",\"index\":\"2\"},{\"name\":\"LEOTSTRP51301\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_Snow_Create_Ticket\",\"index\":\"3\"}]}}","leo1311","0"
"NULL","Appd_Resolve_Problem","{\"runNow\":false,\"element\":{\"elements\":[{\"name\":\"Appd_Resolve_CPU_Issue\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_Resolve_CPU_Issue\",\"index\":\"1\"},{\"name\":\"LEOTSTBD61925\",\"runtime\":\"NativeScript\",\"alias\":\"Appd_Snow_Update_Ticket_Status\",\"index\":\"2\"}]}}","leo1311","0"
